,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size
2339,AVB,RIV,198840,494336,189840,582960,313320,339270,4434,14272,2329920,754,2103,11,4,406368.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2341,AVB,RMD,0,0,0,0,9000,102051,0,1089,32640,0,381,5,3,29032.2,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2343,AVB,RME,55560,135936,103200,0,154200,132464,0,1416,663840,448,0,8,3,155883,7,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2345,AVB,RMG,153000,163840,150600,93600,560280,600144,5070,2730,1300560,5197,3721,11,4,276249.2727272727,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2347,AVB,SAA,36720,137984,94680,139800,60000,37509,0,5037,424560,1482,428,10,4,93820,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2349,AVB,SIA,413520,612352,264840,101520,1075920,339946,3230,3218,4053840,5877,3514,11,4,625252.4545454546,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2351,AVB,SIB,444960,1254912,657600,884280,2709840,2805070,14224,66628,7449360,28401,33318,11,4,1486235.7272727273,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2353,AVB,SMB,101760,471296,318120,250440,1165080,441321,573,6494,1888080,10006,9359,11,4,423866.2727272727,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2355,AVB,SMD,9240,43264,191040,27960,311280,45618,1361,4052,534720,2160,4429,11,4,106829.45454545454,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2357,AVB,URA,52200,56064,98640,70680,122640,124691,62,762,376800,601,0,10,3,90314,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2359,AVB,URB,52560,5376,24000,69000,49320,0,321,467,199920,0,0,8,2,50120.5,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2361,AVB,URX,36360,144384,225000,119280,84000,80423,821,4713,135840,9626,10357,11,4,77345.81818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,no,no,not specific,0,0.5
2363,AVB,URY,106440,132864,156960,173160,339720,460245,965,4859,1423920,17922,9274,11,4,256939,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,10,0,1,10,0,1,no,no,not specific,0,5
2366,AVD,AVD,64200,131840,74280,63000,92640,141250,70,541,198240,889,655,11,4,69782.27272727272,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2368,AVD,AVE,457800,1233664,694560,355560,1428960,2027181,21677,23243,2678160,7986,8506,11,4,812481.5454545454,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2370,AVD,AVH,588000,997888,655080,811800,957360,909004,10094,34186,2931360,0,0,9,2,877196.8888888889,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2372,AVD,AVJ,886920,1398784,1340880,1582920,4409520,4387890,38802,52110,8186400,68679,40333,11,4,2035748.9090909092,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,5,0,2,3,1,1,no,no,not specific,0.1,2.5
2374,AVD,AVK,44640,0,0,2400,6120,0,1644,0,321360,2307,1331,7,3,54257.42857142857,5,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2376,AVD,AVL,0,0,9360,0,0,0,0,0,0,0,0,1,0,9360,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2378,AVD,AWB,960,1024,0,0,0,0,0,0,0,13476,6325,4,2,5446.25,2,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,53,10,2,31.5,0,2,no,yes,pristi_specific,0,31.5
2380,AVD,AWC,14280,0,0,0,0,0,0,0,7200,0,0,2,1,10740,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2382,AVD,BAG,624240,1569792,672960,1561560,2132160,2025490,11045,23618,4566240,24059,11259,11,4,1202038.4545454546,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2384,AVD,BDU,140520,507904,364560,203040,863280,985373,1265,15137,1729920,783,4110,11,4,437808.36363636365,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2386,AVD,CEP,215760,357888,165240,97080,485760,490996,1797,8468,366480,1551,1370,11,4,199308.18181818182,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2388,AVD,DVA,950160,1399296,958440,1206840,2250960,1485833,33402,35643,3414720,20769,13413,11,4,1069952.3636363635,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2390,AVD,DVC,13680,0,0,150840,32880,22640,0,0,56400,1472,96,7,3,39715.42857142857,5,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2392,AVD,FLP,311160,190976,102480,918960,442800,1376010,4851,10802,1203120,0,0,9,2,506795.44444444444,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2394,AVD,IL1,105840,149248,95400,34080,138840,195993,1326,1424,154560,1192,518,11,4,79856.45454545454,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2396,AVD,IL2,45000,188416,64800,65640,153360,194979,1714,1188,216720,1508,1826,11,4,85013.72727272728,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2398,AVD,OLL,102840,95488,6600,106920,30480,53729,122,525,511920,2214,1861,11,4,82972.63636363637,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2400,AVD,OLQ,287040,282880,216600,275880,523920,552158,3900,3844,378960,8921,2689,11,4,230617.45454545456,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2402,AVD,PVC,307440,1324800,1009320,801720,2281320,4639640,43715,82031,5213520,13505,8651,11,4,1429605.6363636365,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,27,13,2,20,0,2,no,yes,pristi_specific,0,20
2404,AVD,PVP,658200,744704,389160,57720,6120,172001,5732,11502,813600,45647,21159,11,4,265958.63636363635,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,44,10,2,27,0,2,no,yes,pristi_specific,0,27
2406,AVD,PVQ,0,106240,14160,9840,359640,19937,0,49,283920,0,93,8,3,99234.875,7,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2408,AVD,PVR,238320,581632,592560,198840,905040,228095,4848,11327,1426080,21093,5149,11,4,382998.54545454547,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,no,no,not specific,0,0.5
2410,AVD,PVT,0,0,0,0,0,0,0,1006,2880,1738,535,4,4,1539.75,2,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2412,AVD,RIA,0,0,0,0,0,0,230,0,0,0,0,1,0,230,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2414,AVD,RIB,143880,281600,176760,117600,165840,214240,4738,1889,0,9024,4929,10,3,112050,8,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2416,AVD,RIC,434520,620544,656880,294960,741120,1855180,10422,4730,2057520,48103,38034,11,4,614728.4545454546,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,2,no,yes,pristi_specific,0,2
2418,AVD,RID,753120,1709312,478920,1025880,3038760,3233893,37359,29846,5953200,0,7066,10,3,1626735.6,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2420,AVD,RIF,25800,196352,58080,205560,635760,201737,3580,7503,398160,9360,3068,11,4,158632.72727272726,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,no,no,not specific,0,0.5
2422,AVD,RIG,134400,526848,175080,667800,152280,553849,1380,8639,3240720,5450,2591,11,4,497185.1818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,4,2,2,3,0,2,no,yes,pristi_specific,0,3
2424,AVD,RIH,150960,0,0,0,0,0,0,524,0,0,0,2,1,75742,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2426,AVD,RIM,113760,278784,179880,462240,339360,679555,7115,6642,2254320,0,0,9,2,480184,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2428,AVD,RIP,0,0,3480,0,85200,24668,30,206,0,5772,11439,7,3,18685,5,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2430,AVD,RIR,76800,66048,91080,35280,208200,0,1264,2206,113760,0,1990,9,3,66292,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2432,AVD,RIS,0,0,0,0,2880,14530,0,0,0,10,998,4,2,4604.5,2,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2434,AVD,RIV,107880,231424,312360,296760,71640,678880,1249,5915,1125600,286,1898,11,4,257626.54545454544,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2436,AVD,RMD,94680,35328,3120,48240,90960,104416,238,998,133200,1044,117,11,4,46576.454545454544,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2438,AVD,RME,0,12032,0,20160,217080,0,1141,0,0,0,0,4,0,62603.25,4,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2440,AVD,RMG,27360,89088,22800,133200,382680,1094184,3335,7808,582240,20426,2533,11,4,215059.45454545456,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,no,no,not specific,0,1.5
2442,AVD,SAA,296160,196352,240960,76320,239880,382523,3380,4107,401040,0,1455,10,3,184217.7,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2444,AVD,SIA,5400,253440,160680,66600,772560,784986,3207,12895,1372560,3021,3736,11,4,312644.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2446,AVD,SIB,567840,1409536,895320,1062000,1891680,2532369,18170,47808,6799440,60624,46505,11,4,1393753.8181818181,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2448,AVD,SMB,32520,235776,242520,58560,503640,127395,5306,6760,891360,4707,6708,11,4,192295.63636363635,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2450,AVD,SMD,182400,463616,89760,241680,611040,258507,999,1648,608400,0,3254,10,3,246130.4,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2452,AVD,URA,105480,79104,61440,14400,175560,130774,414,334,2880,1486,1023,11,4,52081.36363636364,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2454,AVD,URB,284160,550144,425520,242760,885120,626840,9601,6136,2596800,0,0,9,2,625231.2222222222,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2456,AVD,URX,29400,156928,108720,16080,660720,248369,2206,4672,175200,1228,1113,11,4,127694.18181818182,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2458,AVD,URY,471840,505856,312840,323880,501840,551145,4426,8446,1269600,20668,10718,11,4,361932.63636363635,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,31,13,2,22,0,2,no,yes,pristi_specific,0,22
2462,AVE,AVE,27720,113920,75840,45840,132000,76032,1305,844,304080,2125,1018,11,4,70974.90909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2464,AVE,AVH,69120,299264,4200,126960,289680,131450,0,0,349440,0,0,7,1,181444.85714285713,7,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2466,AVE,AVJ,106080,142848,77520,118320,343080,201061,2131,2996,727920,27728,22394,11,4,161098,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,3,10,2,6.5,0,2,no,yes,pristi_specific,0,6.5
2468,AVE,AVK,1332480,2620672,1823640,1593480,5752680,4665321,44425,67101,6195600,92755,42449,11,4,2202782.090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,13,0,1,13,0,1,no,no,not specific,0,6.5
2470,AVE,AVL,3720,60672,199920,23160,33720,144291,0,8726,57600,10658,1555,10,4,54402.2,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,no,no,not specific,0,1.5
2472,AVE,AWB,0,6144,0,0,0,0,0,0,0,0,0,1,0,6144,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2474,AVE,AWC,0,0,0,0,0,0,0,0,0,333,0,1,1,333,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,6,0,1,6,0,1,no,no,not specific,0,3
2476,AVE,BAG,858840,1609984,1064160,2008080,3248880,3734691,23289,34430,5714160,11324,10126,11,4,1665269.4545454546,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,6,3,2,4.5,0,2,no,yes,pristi_specific,0,4.5
2478,AVE,BDU,16440,0,0,0,13080,3041,1383,338,183840,882,0,7,3,31286.285714285714,6,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2480,AVE,CAN,5280,0,39480,39960,0,163215,0,0,0,43,10,6,2,41331.333333333336,4,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2482,AVE,CEP,660840,1408512,857520,1536480,2168880,2883129,24663,42035,7256640,19229,13034,11,4,1533723.8181818181,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,21,15,3,12.333333333333334,1,2,no,no,not specific,0.1,18
2484,AVE,DVA,434040,644608,686400,645240,1733040,3095009,18356,30174,4257360,19021,7847,11,4,1051917.7272727273,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,33,20,2,26.5,0,2,no,yes,pristi_specific,0,26.5
2486,AVE,DVC,81600,222208,161880,276840,1130280,125706,2456,5968,1137360,0,2586,10,3,314688.4,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,7,1,7,0,1,no,no,not specific,0,3.5
2488,AVE,FLP,0,7424,83880,236520,95880,815738,362,23502,1249440,0,0,8,2,314093.25,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2490,AVE,IL1,529680,856576,520440,248880,1289880,1445280,8575,8006,1423200,43713,45963,11,4,583653.9090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2492,AVE,IL2,305760,316416,291480,296760,532200,557228,3001,605,392640,1114,0,10,3,269720.4,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2494,AVE,OLL,1602840,3379200,2545440,2966640,5348400,6502931,74628,58754,11041920,93357,77318,11,4,3062857.090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,67,36,3,34.666666666666664,1,2,no,no,not specific,0.1,51.5
2496,AVE,OLQ,436560,555520,264120,254040,642480,228093,1606,804,604320,9385,4104,11,4,272821.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,24,0,1,24,0,1,no,no,not specific,0,12
2498,AVE,PVC,245520,375808,211080,138720,515760,1307748,7219,16275,2517600,1314,4710,11,4,485614,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,no,no,not specific,0,1
2500,AVE,PVP,309960,258816,114960,269640,1460520,450109,219,9550,695040,17676,10054,11,4,326958.54545454547,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,no,no,not specific,0,1.5
2502,AVE,PVQ,45960,20480,4920,0,16800,35143,1448,1347,0,1038,4067,9,3,14578.111111111111,7,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2504,AVE,PVR,0,59904,0,0,720,49336,0,0,0,0,0,3,0,36653.333333333336,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2506,AVE,PVT,0,84736,68280,41880,0,26019,16,7136,49920,8643,4526,9,4,32350.666666666668,7,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,no,no,not specific,0,1
2508,AVE,RIA,80760,133120,58320,128760,264600,160511,3681,20368,505920,3218,4157,11,4,123946.81818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2510,AVE,RIB,1481160,3392512,1863720,1673640,5440320,6367763,46794,49434,7857600,57613,52455,11,4,2571182.8181818184,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,43,31,2,37,0,2,no,yes,pristi_specific,0,37
2512,AVE,RIC,89160,65024,31560,61680,94800,0,712,130,1440,5845,6614,10,4,35696.5,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,no,no,not specific,0,1
2514,AVE,RID,59400,115712,26880,57960,210480,182476,767,1437,66240,0,776,10,3,72212.8,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2516,AVE,RIF,175080,173568,70200,38040,238440,170649,1660,1017,704640,18621,231,11,4,144740.54545454544,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,10,0,1,10,0,1,no,no,not specific,0,5
2518,AVE,RIG,160680,424960,206520,514920,1500720,1059377,14176,16905,3885120,5056,2991,11,4,708311.3636363636,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2520,AVE,RIH,72840,51200,111960,992760,0,191938,779,7072,515040,0,224,9,3,215979.22222222222,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2522,AVE,RIM,753360,1614336,1800600,1667280,2995200,3198412,32056,33551,4776000,38173,17492,11,4,1538769.0909090908,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,no,no,not specific,0.1,0.5
2524,AVE,RIP,0,0,0,0,0,0,0,0,0,299,64,2,2,181.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2526,AVE,RIR,149160,312576,408000,95280,441600,445716,3865,2070,438000,0,919,10,3,229718.6,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2528,AVE,RIS,519240,1066240,508680,703320,1652640,2174852,17469,18044,3104880,17683,16369,11,4,890856.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,10,3,2,6.5,0,2,no,yes,pristi_specific,0,6.5
2530,AVE,RIV,142440,387328,235920,160920,550320,449769,2454,3832,718320,1183,2558,11,4,241367.63636363635,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
2532,AVE,RMD,792480,1551360,1190880,1179120,2387760,2635433,31750,61966,6225120,23478,14095,11,4,1463040.1818181819,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,no,no,not specific,0,0.5
2534,AVE,RME,57960,303872,249360,228240,570840,667051,7557,3100,1445040,10815,10815,11,4,323150,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,11,3,2,7,0,2,no,yes,pristi_specific,0,7
